,Cluster.ID,Parent,TaxIDs,GIs,Genera,L.min,L.max,MAD,Defline.of.longest.sequence
1214,1214,4710,5,5,3,787,797,0.9949811794,"Astrocaryum murumuru voucher A. Perez 718 (CAY) photosystem I P700 chlorophyll A apoprotein A1 (psaA) gene, partial cds; and photosystem I assembly protein ycf3 (ycf3) gene, exon 3 and partial cds; chloroplast"
1215,1215,4710,5,5,3,650,655,0.9978625954,"Phoenix canariensis voucher S. Barrow 75 (K) petL-petG intergenic spacer, complete sequence; cytochrome b6-f complex subunit V (petG) gene, complete cds; tRNA-Trp (trnW-CCA) gene, complete sequence; and tRNA-Pro (trnP-UGG) gene, partial sequence; chloroplast"
51,51,115480,4,173,1,533,875,0.9852089182,"Johannesteijsmannia magnifica isolate 1.1 RNA polymerase II second largest subunit (RPB2) gene, intron 23"
55,55,169752,4,170,1,604,653,0.9904242861,"Johannesteijsmannia altifrons isolate 1.2 phosphoribulokinase-like protein 2 (PRK) gene, partial cds"
56,56,115480,4,170,1,604,653,0.9904242861,"Johannesteijsmannia altifrons isolate 1.2 phosphoribulokinase-like protein 2 (PRK) gene, partial cds"
116,116,115440,4,83,1,427,833,0.9259752094,"Areca triandra isolate SP1 RNA polymerase II (RPB2) gene, partial cds"
143,143,169723,4,68,1,454,552,0.9776747656,"Roystonea regia voucher Hosam00489 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
242,242,169700,4,37,3,289,439,0.8070553469,"Hyphaene coriacea voucher OM755 psbK-psbI intergenic spacer, partial sequence"
354,354,417009,4,24,1,517,561,0.9727421272,"Sabal sp. JCVR-2017 voucher 2134 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
446,446,4710,4,18,4,300,303,0.998349835,"Phoenix dactylifera cultivar Pathri ribosomal protein S14 (rps14) gene, complete cds; chloroplast"
451,451,232847,4,17,1,497,1315,0.4724222769,Pritchardia arecina plastid partial rbcL gene for ribulose bisphosphate carboxylase large subunit
480,480,115482,4,16,1,516,868,0.7666330645,"Kentiopsis magnifica genomic DNA containing partial trnL gene, trnL-trnF IGS, specimen voucher J.C.Pintaud 631 (G)"
502,502,115478,4,15,1,518,1413,0.6308091531,"Hyphaene coriacea chloroplast partial rbcL gene for ribulose bisphosphate carboxylase large subunit, specimen voucher Fantz 3441 (FTG)"
559,559,115440,4,13,1,526,703,0.8043549622,"Areca catechu voucher PS1671MT02 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
638,638,169735,4,10,3,479,575,0.9123478261,Eremospatha macrocarpa chloroplast DNA for trnL-trnF intergenic spacer
645,645,14026,4,10,1,665,1622,0.7840937115,"Trachycarpus fortunei chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Dransfield s.n. (K)"
663,663,115482,4,10,1,845,848,0.9970518868,Kentiopsis piersoniorum partial rps16 gene
667,667,145712,4,10,1,394,671,0.8630402385,"Socratea rostrata voucher COL R. Bernal 2493 phosphoribulokinase-like protein 2 (PRK) gene, partial cds"
671,671,169988,4,10,1,423,490,0.9408163265,"Desmoncus cirrhifer tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast"
691,691,115480,4,9,1,423,834,0.897415401,"Johannesteijsmannia magnifica voucher S.L. Look 078 (K) serine/threonine protein kinase (CISP4) gene, partial sequence"
692,692,115480,4,9,1,510,612,0.9517066086,"Johannesteijsmannia altifrons voucher FTG Live Collection 86547E (DNA Bank 122) CISP5 gene, partial sequence"
693,693,115480,4,9,1,431,855,0.906302794,"Johannesteijsmannia lanceolata voucher S. L. Look 061 (K) tRNA-Asp (tnrD), tRNA-Tyr (trnY), and tRNA-Glu (trnE) genes and trnE-trnT intergenic spacer, complete sequence; chloroplast"
699,699,115462,4,9,1,357,360,0.9959876543,"Veillonia alba partial prk gene for phosphoribulokinase, exons 4-5, clone 2"
708,708,169712,4,9,4,486,961,0.61452191,"Euterpe oleracea isolate UIC Eo1 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast"
732,732,169698,4,8,1,270,273,0.9935897436,"Salacca glabrescens 18S rRNa gene (partial), 5.8S rRNA gene, 26S rRNA gene (partial) and internal transcribed spacers 1 and 2 (ITS1, ITS2), clone 1"
740,740,169733,4,8,1,270,273,0.9935897436,"Salacca glabrescens 18S rRNa gene (partial), 5.8S rRNA gene, 26S rRNA gene (partial) and internal transcribed spacers 1 and 2 (ITS1, ITS2), clone 1"
741,741,417008,4,8,1,270,273,0.9935897436,"Salacca glabrescens 18S rRNa gene (partial), 5.8S rRNA gene, 26S rRNA gene (partial) and internal transcribed spacers 1 and 2 (ITS1, ITS2), clone 1"
742,742,93315,4,8,1,270,273,0.9935897436,"Salacca glabrescens 18S rRNa gene (partial), 5.8S rRNA gene, 26S rRNA gene (partial) and internal transcribed spacers 1 and 2 (ITS1, ITS2), clone 1"
746,746,4711,4,8,1,461,545,0.9077981651,Calamus hollrungii chloroplast DNA for trnL-trnF intergenic spacer
752,752,417015,4,8,3,491,565,0.9407079646,"Aphandra natalia chloroplast partial tRNA-Leu gene, intergenic spacer and partial tRNA-Phe gene"
755,755,169700,4,8,2,339,383,0.9138381201,"Sabal etonia voucher USBG 00-01065 NADH dehydrogenase subunit J (ndhJ) gene, partial cds; chloroplast"
761,761,169752,4,8,4,472,556,0.9348021583,Licuala kunstleri chloroplast DNA for trnL-trnF intergenic spacer
764,764,115480,4,8,1,1155,1616,0.929532797,"Johannesteijsmannia altifrons chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1985-1515 (K)"
765,765,115480,4,8,1,879,924,0.97754329,"Johannesteijsmannia magnifica voucher S.L. Look 078 (K) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
767,767,115478,4,8,1,514,586,0.9381399317,"Hyphaene petersiana chloroplast tRNA-Leu gene (partial), trnL-trnF intergenic spacer and tRNA-Phe gene (partial), specimen voucher Fantz 3449 (FTG)"
772,772,292658,4,8,1,404,420,0.9889880952,"Brongniartikentia lanuginosa partial prk gene for phosphoribulokinase, exons 4-5, clone 1"
787,787,115482,4,8,1,1261,1428,0.9236694678,"Kentiopsis oliviformis ribulose bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product"
788,788,115482,4,8,1,797,1622,0.8994297164,"Kentiopsis oliviformis chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Pintaud 358 (K)"
805,805,115438,4,7,1,410,701,0.8008966782,"Polyandrococos caudescens clone A2 phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
814,814,417015,4,7,3,1337,1434,0.9850567842,"Phytelephas aequatorialis ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
816,816,169700,4,7,3,630,636,0.9959568733,"Trachycarpus fortunei CBF-like transcription factor (CBF) gene, complete cds"
833,833,417014,4,7,3,482,546,0.9408686552,Nannorrhops ritchiana chloroplast DNA for trnL-trnF intergenic spacer
835,835,292682,4,7,1,737,852,0.9374580818,"Brahea armata voucher FTG Live Collection 70126G (DNA Bank 260) tRNA-Asp (tnrD), tRNA-Tyr (trnY), and tRNA-Glu (trnE) genes and trnE-trnT intergenic spacer, complete sequence; chloroplast"
841,841,14026,4,7,1,676,860,0.8990033223,"Trachycarpus martianus voucher NTBG Live Collection 70531 tRNA-Asp (tnrD), tRNA-Tyr (trnY), and tRNA-Glu (trnE) genes and trnE-trnT intergenic spacer, complete sequence; chloroplast"
844,844,115480,4,7,1,735,792,0.9868326118,"Johannesteijsmannia altifrons voucher S.L. Look 134 (K) malate synthase gene, partial cds"
847,847,115458,4,7,1,650,1631,0.8803538583,"Coccothrinax argentata chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1973-12608 (K)"
848,848,115454,4,7,1,525,658,0.8996960486,"Chelyocarpus ulei voucher J. Roncal 084 (FTG) phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
849,849,115454,4,7,1,408,763,0.8472196218,"Chelyocarpus ulei isolate 104 RNA polymerase II second largest subunit (RPB2) gene, intron 23 and partial cds"
850,850,145674,4,7,1,261,272,0.9753151261,"Borassus akeassii chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Bayton et al. 68 (K)"
877,877,417064,4,7,4,1289,1415,0.9559818274,Phoenicophorium borsigianum plastid partial rbcL gene for ribulose bisphosphate carboxylase large subunit
883,883,169720,4,7,4,1289,1428,0.956482593,"Oncosperma tigillarium ribulose bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product"
891,891,115482,4,7,1,661,673,0.993207387,"Kentiopsis pyriformis genomic DNA containing atpF-atpH IGS, specimen voucher Pintaud 202 (K, NY, P)"
892,892,115482,4,7,1,411,411,1,"Kentiopsis oliviformis genomic DNA containing psbK-psbI IGS, specimen voucher Pintaud 358 (K)"
893,893,115482,4,7,1,591,591,1,"Kentiopsis oliviformis partial rpoC1 gene for RNA polymerase C1, specimen voucher Pintaud 358 (K)"
898,898,145712,4,7,1,378,947,0.8207874491,"Socratea hecatonandra voucher COL R. Bernal 4867 WRKY transcription factor 21 (WRKY21) gene, intron 1"
907,907,,4,7,4,282,328,0.9324912892,"Jubaea chilensis voucher Pinatud 287 WRKY transcription factor 2 (WRKY2) gene, exons 1, 2 and partial cds"
918,918,417006,4,6,3,1320,1437,0.9633495709,"Mauritia flexuosa ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
931,931,169700,4,6,1,282,297,0.9882154882,"Sabal minor clone 8 18S ribosomal RNA gene gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 23S ribosomal RNA gene gene, partial sequence"
932,932,169700,4,6,1,267,296,0.9667792793,"Sabal domingensis clone 8 18S ribosomal RNA gene gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 23S ribosomal RNA gene gene, partial sequence"
942,942,292682,4,6,1,664,771,0.9349329875,"Brahea armata voucher FTG Live Collection 70126G (DNA Bank 260) RNA polymerase II second largest subunit (RPB2) gene, partial cds"
943,943,145703,4,6,1,699,833,0.9371748699,"Saribus rotundifolius voucher FTG DNA Bank 1663 serine/threonine protein kinase (CISP4) gene, partial sequence"
946,946,14026,4,6,1,879,929,0.9603516326,"Trachycarpus nanus voucher Chase 1873 (K) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
955,955,115454,4,6,1,1554,1631,0.9631105661,"Chelyocarpus ulei chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Balslev 6407 (AAU)"
982,982,417009,4,6,1,267,296,0.9667792793,"Sabal domingensis clone 8 18S ribosomal RNA gene gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 23S ribosomal RNA gene gene, partial sequence"
999,999,169716,4,6,3,811,882,0.9606953893,"Linospadix monostachya chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
1008,1008,115482,4,6,1,526,526,1,"Kentiopsis oliviformis partial rpoB gene for DNA-directed RNA polymerase subunit beta, specimen voucher Pintaud 358 (K)"
1009,1009,115482,4,6,1,908,920,0.997826087,"Kentiopsis oliviformis partial ndhF gene for chloroplast NADH dehydrogenase F, specimen voucher Pintaud 358 (K)"
1012,1012,93329,4,6,1,767,799,0.9920734251,"Geonoma cuneata subsp. procumbens voucher NY:Roncal J. 388 serine/threonine protein kinase (CISP4) gene, partial sequence"
1035,1035,115474,4,6,1,585,619,0.9663435649,"Hyophorbe lagenicaulis phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
1056,1056,115438,4,5,1,600,942,0.9,"Allagoptera arenaria isolate ALAR NADH dehydrogenase subunit F (ndhF) gene, partial cds; plastid"
1060,1060,115444,4,5,1,769,1619,0.6852378011,"Attalea allenii chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Knudsen & Asmussen 612 (AAU)"
1061,1061,115444,4,5,1,992,1091,0.9673693859,"Orbignya barbosiana chloroplast trnQ-rps16 intergenic spacer, complete sequence; and ribosomal protein S16 gene, partial cds"
1066,1066,169735,4,5,3,306,322,0.9888198758,Eremospatha wendlandiana chloroplast DNA for trnL-trnF intergenic spacer
1071,1071,93277,4,5,1,531,641,0.9563182527,"Eremospatha dransfieldii voucher Ouattara & Stauffer S-D 7 (G) agamous 1 (AG1) gene, partial cds"
1075,1075,169736,4,5,2,674,680,0.9973529412,"Calamus palustris isolate Cpa RNA polymerase II second largest subunit (RPB2) gene, intron 23"
1090,1090,115505,4,5,1,637,901,0.8517203108,"Phytelephas tenuicaulis voucher Perez 1158 (AAU) phosphoribulokinase (prk) gene, exons 4, 5 and partial cds"
1097,1097,417014,4,5,3,744,821,0.9576126675,"Kerriodoxa elegans RPB2 gene, intron 23"
1098,1098,417014,4,5,3,340,375,0.9466666667,"Chuniophoenix hainanensis chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Zona 791 (FTG)"
1109,1109,14026,4,5,1,690,833,0.9058823529,"Trachycarpus nanus voucher M. Chase 1873 (K) serine/threonine protein kinase (CISP4) gene, partial sequence"
1110,1110,14026,4,5,1,567,627,0.9575757576,"Trachycarpus takil voucher NTBG Live Collection s.n. CISP5 gene, partial sequence"
1113,1113,169750,4,5,4,1551,1634,0.9876376989,"Lodoicea maldivica chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1994-3231 (K)"
1114,1114,115528,4,5,1,500,515,0.987184466,"Wallichia disticha voucher MJ64 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 28S ribosomal RNA gene, region"
1117,1117,417009,4,5,1,1289,1434,0.9444909344,"Sabal domingensis ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
1135,1135,184800,4,5,1,405,656,0.7036585366,"Rhopaloblaste augusta phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
1136,1136,184800,4,5,1,780,848,0.9561320755,"Rhopaloblaste ledermanniana RPB2 gene, intron 23, specimen voucher Maturbongs 650 (K)"
1143,1143,169716,4,5,3,286,398,0.8477386935,"Linospadix monostachya chloroplast DNA, trnL-trnF intergenic spacer region"
1147,1147,169709,4,5,2,585,1620,0.557654321,"Areca triandra chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1984-2295 (K)"
1160,1160,93329,4,5,1,599,600,0.9986666667,"Geonoma cuneata var. procumbens phosphoribulokinase (PRK) gene, exons 4, 5 and partial cds"
1162,1162,93320,4,5,1,410,658,0.8571428571,"Pholidostachys dactyloides voucher Borchsenius 278 (AAU) phosphoribulokinase protein 2 (PRK) gene, exons 4, 5 and partial cds"
1163,1163,93320,4,5,1,399,489,0.8879345603,"Pholidostachys pulchra RPB2 gene, intron 23"
1171,1171,169988,4,5,1,811,840,0.985952381,"Desmoncus polyacanthos ribosomal protein S16 (rps16) gene, intron, exon 2 and partial cds; chloroplast"
1172,1172,169988,4,5,1,701,957,0.8150470219,"Desmoncus cirrhifer RNA polymerase II second largest subunit (rpb2) gene, intron 23, exon 23 and partial cds"
1174,1174,169988,4,5,1,1097,1122,0.9909090909,"Desmoncus mitis trnQ-rps16 intergenic spacer, partial sequence; chloroplast"
1175,1175,169988,4,5,1,318,374,0.9598930481,"Desmoncus mitis tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast"
1183,1183,154466,4,5,1,483,717,0.8736401674,"Bactris major chloroplast DNA containing psbA-trnH IGS, specimen voucher NPL0274"
1188,1188,145670,4,5,1,734,937,0.911846318,"Astrocaryum scopatum tRNA-Asp (trnD-GUC) gene, partial sequence; tRNA-Tyr (trnY-GUA) and tRNA-Glu (trnE-UUC) genes, complete sequence; and tRNA-Thr (trnT-GGU) gene, partial sequence; chloroplast"
1205,1205,,4,5,4,338,434,0.8350230415,"Voanioala gerardii voucher Moet Palm Research Center Sloos s.n. WRKY transcription factor 19 (WRKY19) gene, intron 1 and partial cds"
1206,1206,,4,5,4,1670,1763,0.9790130459,"Beccariophoenix madagascariensis 18S small subunit ribosomal RNA gene, partial sequence"
1207,1207,,4,5,4,739,748,0.9941176471,"Voanioala gerardii voucher Moet Palm Research Center Sloos s.n. WRKY6 gene, intron 1"
1208,1208,,4,5,4,795,854,0.9789227166,"Voanioala gerardii voucher Moet Palm Research Center Sloos s.n. WRKY transcription factor 21 (WRKY21) gene, intron 1"
1209,1209,,4,5,4,255,282,0.9546099291,"Jubaea chilensis voucher JCP287 tRNA-Asp (trnD) gene, partial sequence; trnD-trnY intergenic spacer, tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
1221,1221,169698,4,4,1,268,268,1,"Calamus tenuis voucher KSD813 NBS-LRR resistance protein gene, partial cds"
1224,1224,169735,4,4,3,921,921,1,"Laccosperma acutiflorum NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
1225,1225,169735,4,4,3,269,349,0.9362464183,"Laccosperma acutiflorum trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence"
1227,1227,169735,4,4,3,842,855,0.9915204678,Oncocalamus mannii partial rps16 gene
1229,1229,93287,4,4,1,401,620,0.8237903226,"Laccosperma acutiflorum voucher Couvreur, T.L.P. 375 (K) agamous 1 (AG1) gene, partial cds"
1231,1231,169733,4,4,3,1401,1497,0.9766199065,"Calamus usitatus ATP synthase beta subunit (atpB) gene, complete cds; chloroplast gene for chloroplast product"
1232,1232,169733,4,4,1,268,268,1,"Calamus tenuis voucher KSD813 NBS-LRR resistance protein gene, partial cds"
1234,1234,417008,4,4,2,921,921,1,"Eleiodoxa conferta NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
1235,1235,417008,4,4,2,346,363,0.9779614325,"Salacca ramosiana trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence"
1236,1236,417008,4,4,2,826,858,0.9880536131,"Salacca ramosiana chloroplast rps16 gene, partial, intron"
1237,1237,169741,4,4,3,921,921,1,"Myrialepis paradoxa NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
1238,1238,169741,4,4,3,348,349,0.9985673352,"Plectocomia elongata trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence"
1239,1239,169741,4,4,3,871,896,0.9866071429,"Plectocomia mulleri chloroplast rps16 gene, partial, intron"
1242,1242,169736,4,4,1,268,268,1,"Calamus tenuis voucher KSD813 NBS-LRR resistance protein gene, partial cds"
1243,1243,169736,4,4,1,284,321,0.9166666667,Calamus hollrungii chloroplast DNA for trnL-trnF intergenic spacer
1246,1246,4711,4,4,1,1401,1421,0.9910274455,Calamus hollrungii chloroplast partial rbcL gene for RuBisCO large subunit
1247,1247,4711,4,4,1,268,268,1,"Calamus tenuis voucher KSD813 NBS-LRR resistance protein gene, partial cds"
1249,1249,4711,4,4,1,284,321,0.9166666667,Calamus hollrungii chloroplast DNA for trnL-trnF intergenic spacer
1252,1252,169699,4,4,4,840,873,0.9859679267,"Pseudophoenix vinifera chloroplast trnD gene, partial sequence; trnY and trnE genes, complete sequence; and trnE-trnT intergenic spacer region, partial sequence"
1253,1253,169699,4,4,4,1733,1752,0.9964326484,"Ravenea hildebrandti 18S small subunit ribosomal RNA gene, partial sequence"
1254,1254,417015,4,4,3,843,863,0.9858053302,"Ammandra decasperma chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
1255,1255,417015,4,4,3,326,337,0.9910979228,"Aphandra natalia chloroplast partial tRNA-Leu gene, intergenic spacer and partial tRNA-Phe gene"
1259,1259,169743,4,4,2,417,419,0.9988066826,"Ceroxylon parvifrons voucher Borchsenius 645 (AAU) 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
1260,1260,169743,4,4,4,816,853,0.9882766706,Oraniopsis appendiculata partial rps16 gene
1265,1265,169700,4,4,4,546,588,0.9464285714,R.humilis chloroplast rps4 gene for ribosomal protein S4 (partial)
1270,1270,417014,4,4,3,262,378,0.8736772487,Kerriodoxa elegans chloroplast DNA for trnL-trnF intergenic spacer
1271,1271,417014,4,4,3,721,851,0.9568155112,Nannorrhops ritchiana partial rps16 gene
1272,1272,417014,4,4,3,1413,1423,0.9973647224,Nannorrhops ritchiana chloroplast partial rbcL gene for RuBisCO large subunit
1273,1273,417014,4,4,3,755,872,0.932912844,"Chuniophoenix hainanensis chloroplast atpB-rbcL intergenic spacer, specimen voucher Zona 791 (FTG)"
1274,1274,417012,4,4,2,645,691,0.9696092619,"Rhapidophyllum hystrix internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
1275,1275,417013,4,4,4,393,676,0.8820266272,"Copernicia prunifera voucher D. Bogler 1287 (FTG) phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
1276,1276,417013,4,4,3,515,522,0.9899425287,"Livistona rotundifolia chloroplast DNA, psbZ-trnfM intergenic spacer region"
1280,1280,145703,4,4,1,335,418,0.9049043062,"Livistona woodfordii chloroplast DNA, trnL-trnF intergenic spacer region"
1283,1283,169754,4,4,2,645,691,0.9696092619,"Rhapidophyllum hystrix internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
1296,1296,115478,4,4,1,355,357,0.9971988796,"Hyphaene coriacea chloroplast tRNA-Leu gene (partial), trnL-trnF intergenic spacer and tRNA-Phe gene (partial), specimen voucher Fantz 3441 (FTG)"
1297,1297,115478,4,4,1,782,853,0.968933177,Hyphaene thebaica partial rps16 gene
1298,1298,115478,4,4,1,735,812,0.951046798,"Hyphaene thebaica chloroplast atpB-rbcL intergenic spacer, specimen voucher Cult. K (1994-3803)"
1299,1299,115478,4,4,1,318,363,0.9579889807,"Hyphaene petersiana chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Fantz 3449 (FTG)"
1300,1300,169704,4,4,3,354,661,0.6785173979,"Caryota mitis phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
1305,1305,115442,4,4,1,678,829,0.9451145959,"Arenga wightii RNA polymerase II second largest subunit-like (RPB2) gene, partial sequence"
1308,1308,169748,4,4,1,1120,1203,0.9630091438,Phoenix theophrasti voucher JCP 215; chloroplast
1309,1309,169748,4,4,1,331,636,0.876572327,"Phoenix reclinata gene for malate synthase, partial sequence"
1312,1312,169703,4,4,2,368,376,0.9893617021,"Areca catechu voucher PS1671MT02 Ycf5 (ycf5) gene, partial cds; chloroplast"
1313,1313,169703,4,4,4,331,655,0.7435114504,"Cyrtostachys renda gene for malate synthase, partial sequence"
1314,1314,417064,4,4,4,610,665,0.9661654135,"Phoenicophorium borsigianum malate synthase gene, exons 2 and 3 and partial cds"
1315,1315,417064,4,4,4,541,663,0.9019607843,"Phoenicophorium borsigianum phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
1316,1316,417064,4,4,4,639,818,0.9095354523,"Verschaffeltia splendida RPB2 gene, intron 23"
1317,1317,417063,4,4,2,1009,1057,0.9789498581,"Cyphokentia macrostachya trnQ-rps16 intergenic spacer, partial sequence; chloroplast"
1319,1319,292658,4,4,1,568,822,0.9066301703,"Clinosperma bracteale RPB2 gene, intron 23"
1328,1328,131270,4,4,1,1419,1434,0.9942468619,"Gronophyllum pinangoides ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
1330,1330,169722,4,4,4,1497,1497,1,"Balaka seemannii ATP synthase beta subunit (atpB) gene, complete cds; chloroplast gene for chloroplast product"
1335,1335,115447,4,4,1,608,608,1,"Balaka seemannii voucher FTG:Zona 887 30S ribosomal protein S15 (rps15) and ycf1 protein (ycf1) genes, partial cds; chloroplast"
1336,1336,115447,4,4,1,441,461,0.9696312364,"Balaka seemannii voucher FTG:Zona 887 MADS box transcription factor (AG1) gene, partial cds"
1337,1337,115447,4,4,1,739,893,0.8992161254,"Balaka burretiana RPB2 gene, intron 23"
1346,1346,131281,4,4,1,420,638,0.8134796238,"Linospadix minor partial prk gene intron 4, specimen voucher 1988-2450 (K)"
1347,1347,131281,4,4,1,900,977,0.9559877175,"Linospadix minor partial rpbII gene intron 23, specimen voucher 1988-2450 (K)"
1357,1357,115482,4,4,1,268,270,0.9981481481,"Kentiopsis oliviformis voucher MNHN 59093 (P) beta-carotene hydroxylase gene, partial cds"
1358,1358,115482,4,4,1,379,380,0.9993421053,"Kentiopsis oliviformis voucher MNHN 59093 (P) MADS box transcription factor (AG1) gene, partial cds"
1365,1365,93329,4,4,1,413,413,1,"Geonoma cuneata var. procumbens RNA polymerase II second largest subunit (RPB2) gene, intron 23 and partial cds"
1366,1366,93320,4,4,1,765,798,0.9868421053,"Pholidostachys pulchra voucher FTG:Roncal J. 26 serine/threonine protein kinase (CISP4) gene, partial sequence"
1367,1367,169707,4,4,4,1497,1497,1,"Iriartea deltoidea ATP synthase beta subunit (atpB) gene, complete cds; chloroplast gene for chloroplast product"
1368,1368,169707,4,4,4,1730,1756,0.993308656,"Wettinia hirsuta 18S small subunit ribosomal RNA gene, partial sequence"
1375,1375,169712,4,4,4,318,348,0.9784482759,Euterpe oleracea chloroplast DNA for trnL-trnF intergenic spacer
1376,1376,169712,4,4,4,826,852,0.9891431925,Neonicholsonia watsonii partial rps16 gene
1386,1386,169988,4,4,1,356,388,0.9568298969,"Desmoncus cirrhifer trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
1387,1387,169988,4,4,1,256,283,0.9434628975,"Desmoncus cirrhifer trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
1388,1388,169988,4,4,1,301,304,0.9950657895,"Desmoncus orthacanthos 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
1389,1389,169988,4,4,1,259,265,0.9886792453,"Desmoncus mitis 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
1411,1411,169745,4,4,2,478,645,0.8631782946,"Chamaedorea costaricana chloroplast DNA containing psbA-trnH IGS, specimen voucher NPL0383"
